"OrphaCode","Name","DisorderGroup","gene_count","onset_count","inheritance_count","avg_prevalence"
391474,Frontorhiny,Disorder,1,1,1,0.0
391479,OBSOLETE: Syndromic frontonasal dysplasia,Group of disorders,0,0,0,
391487,STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,Disorder,1,1,1,2.5
391490,Adult-onset myasthenia gravis,Subtype of disorder,3,1,1,15.626000000000001
391497,Juvenile myasthenia gravis,Subtype of disorder,0,1,1,0.0
391504,Transient neonatal myasthenia gravis,Subtype of disorder,0,1,1,0.0
391641,Feingold syndrome type 1,Subtype of disorder,1,1,1,60.0
391646,Feingold syndrome type 2,Subtype of disorder,1,1,1,3.5
391651,Glomus tumor,Disorder,0,1,1,
391655,Off-periods in Parkinson disease not responding to oral treatment,Disorder,0,1,1,4.15
391658,OBSOLETE: Cowpox infection,Disorder,0,0,0,
391665,Homozygous familial hypercholesterolemia,Disorder,6,1,1,0.3672666666666667
391673,Necrotizing enterocolitis,Disorder,0,1,1,45.0
391677,Short stature-optic atrophy-Pelger-Huët anomaly syndrome,Disorder,1,1,1,19.5
391711,Persistent combined dystonia,Group of disorders,0,0,0,
391723,Mucinous adenocarcinoma of the appendix,Disorder,0,1,1,
391799,Rare genetic dystonia,Group of disorders,0,0,0,
394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type",Subtype of disorder,4,1,1,
394532,"Multiple acyl-CoA dehydrogenase deficiency, mild type",Subtype of disorder,5,1,1,
397587,Deep dermatophytosis,Disorder,0,1,1,0.0
397590,Silver-Russell syndrome due to a point mutation,Subtype of disorder,4,1,1,4.0
397593,Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency,Disorder,2,1,1,2.5
397596,Activated PI3K-delta syndrome,Group of disorders,0,1,1,125.0
397606,PrP systemic amyloidosis,Disorder,1,1,1,8.0
397612,Macrocephaly-developmental delay syndrome,Disorder,1,1,1,4.5
397615,Obesity due to CEP19 deficiency,Subtype of disorder,1,1,1,7.5
397618,Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome,Disorder,1,1,1,3.5
397623,Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome,Disorder,1,1,1,2.0
397685,Familial hyperprolactinemia,Disorder,1,1,1,0.0
397692,Hereditary isolated aplastic anemia,Disorder,3,1,1,0.0
397695,"3q27.3 microdeletion syndrome",Disorder,0,0,0,
397709,Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome,Disorder,1,1,1,15.0
397715,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,Disorder,2,1,1,4.0
397725,COASY protein-associated neurodegeneration,Disorder,1,1,1,1.0
397735,Autosomal dominant Charcot-Marie-Tooth disease type 2U,Disorder,1,1,1,1.0
397744,MYH14-related peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,Disorder,1,1,1,7.5
397750,Periodic paralysis with later-onset distal motor neuropathy,Disorder,2,1,1,4.5
397755,Periodic paralysis with transient compartment-like syndrome,Disorder,1,1,1,2.0
397758,Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies,Disorder,1,1,1,7.0
397787,Combined immunodeficiency due to IKBKB deficiency,Disorder,1,1,1,4.5
397802,T+ B+ severe combined immunodeficiency,Group of disorders,0,0,0,
397922,Ferro-cerebro-cutaneous syndrome,Disorder,1,1,1,1.5
397927,Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome,Disorder,1,1,1,2.0
397933,Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome,Disorder,1,1,1,1.5
397937,Polyglucosan body myopathy type 1,Disorder,1,1,1,5.5
397941,MAN1B1-CDG,Disorder,1,1,1,12.5
397946,Autosomal spastic paraplegia type 58,Disorder,1,1,1,9.5
397951,Microcephaly-thin corpus callosum-intellectual disability syndrome,Disorder,1,1,1,2.0
397959,TCR-alpha-beta-positive T-cell deficiency,Disorder,1,1,1,1.0
397964,Combined immunodeficiency due to MALT1 deficiency,Disorder,1,1,1,1.5
397968,Charcot-Marie-Tooth disease type 2R,Disorder,1,1,1,0.5
397973,Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome,Disorder,0,1,1,1.0
398043,Malignant tumor of penis,Group of disorders,0,1,1,2.243
398053,Adenocarcinoma of the penis,Disorder,0,1,1,0.005647058823529412
398058,Squamous cell carcinoma of the penis,Disorder,0,1,1,0.58075
398063,Refractory celiac disease,Disorder,0,1,1,0.0
398069,Schaaf-Yang syndrome,Disorder,1,1,1,125.0
398073,Prader-Willi-like syndrome,Group of disorders,0,1,1,58.5
398079,SIM1-related Prader-Willi-like syndrome,Disorder,1,1,1,2.0
398088,Hereditary cryohydrocytosis with normal stomatin,Disorder,1,1,1,26.5
398091,Secondary neonatal autoimmune disease,Group of disorders,0,1,1,
398097,Neonatal antiphospholipid syndrome,Disorder,0,1,1,17.0
398109,Neonatal autoimmune hemolytic anemia,Disorder,0,1,1,1.0
398117,Neonatal dermatomyositis,Disorder,0,1,1,1.5
398124,Neonatal lupus erythematosus,Disorder,0,1,1,5.0
398127,Neonatal scleroderma,Disorder,0,1,1,3.0
398147,Persistent idiopathic facial pain,Disorder,0,1,1,8.85
398156,Oculoauriculofrontonasal syndrome,Disorder,0,1,1,20.5
398166,Focal facial dermal dysplasia,Disorder,0,1,1,73.5
398173,Focal facial dermal dysplasia type II,Subtype of disorder,0,1,1,11.0
398189,Focal facial dermal dysplasia type IV,Subtype of disorder,1,1,1,10.5
398934,Malignant epithelial tumor of ovary,Group of disorders,0,1,1,9.39
398940,Malignant non-epithelial tumor of ovary,Group of disorders,0,1,1,0.43
398961,Mucinous adenocarcinoma of ovary,Disorder,0,1,1,0.7647499999999999
398971,Clear cell adenocarcinoma of the ovary,Disorder,0,1,1,0.27895833333333336
398980,OBSOLETE: Primary peritoneal serous/papillary carcinoma,Disorder,0,0,0,
398987,Malignant teratoma of ovary,Disorder,1,1,1,0.050958333333333335
399058,Alpha-B crystallin-related late-onset myopathy,Disorder,1,1,1,8.5
399081,KLHL9-related early-onset distal myopathy,Disorder,1,1,1,5.0
399086,HNRNPA1-related adult-onset distal myopathy,Disorder,1,1,1,3.5
399096,Distal anoctaminopathy,Disorder,1,1,1,12.0
399103,Autosomal recessive distal nebulin myopathy,Disorder,1,1,1,6.5
399158,Osteonecrosis,Group of disorders,0,0,0,
399164,Avascular necrosis,Group of disorders,0,0,0,
399169,Secondary avascular necrosis,Group of disorders,0,0,0,
399175,Traumatic avascular necrosis,Disorder,0,0,0,
399180,Secondary non-traumatic avascular necrosis,Disorder,0,1,1,0.0
399185,Rare hereditary disease with avascular necrosis,Group of disorders,0,0,0,
399293,Osteonecrosis of the jaw,Disorder,0,0,0,
399302,Primary avascular necrosis,Group of disorders,0,0,0,
399307,Idiopathic avascular necrosis,Disorder,0,0,0,
399319,Osteochondrosis,Group of disorders,0,0,0,
399329,Epiphysiolysis of the hip,Disorder,0,1,1,0.0
399380,Osteonecrosis of genetic origin,Group of disorders,0,0,0,
399388,Avascular necrosis of genetic origin,Group of disorders,0,0,0,
399391,Osteochondrosis of genetic origin,Group of disorders,0,0,0,
399572,Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder,Group of disorders,0,0,0,
399584,Rare male infertility due to adrenal disorder,Group of disorders,0,0,0,
399685,Rare male infertility due to testicular endocrine disorder,Group of disorders,0,0,0,
399764,Male infertility due to gonadal dysgenesis or sperm disorder,Group of disorders,0,0,0,
399771,Male infertility due to sperm disorder,Group of disorders,0,0,0,
399775,Male infertility with spermatogenesis disorder,Group of disorders,0,0,0,
399786,Male infertility with spermatogenesis disorder due to single gene mutation,Group of disorders,0,0,0,
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,Disorder,37,1,1,
399808,Male infertility with teratozoospermia due to single gene mutation,Disorder,0,1,1,
399813,Male infertility due to sperm motility disorder,Group of disorders,0,0,0,
399824,Rare disorder with obstructive azoospermia,Group of disorders,0,0,0,
399831,Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder,Group of disorders,0,0,0,
399839,Rare female infertility due to a congenital hypogonadotropic hypogonadism,Group of disorders,0,0,0,
399846,Rare disorder with female infertility due to a congenital hypogonadotropic hypogonadism,Group of disorders,0,0,0,
399849,Rare female infertility due to an adrenal disorder,Group of disorders,0,0,0,
399853,Rare female infertility due to an anomaly of ovarian function,Group of disorders,0,0,0,
399877,Rare female infertility due to gonadal dysgenesis,Group of disorders,0,0,0,
399882,Rare female infertility due to an implantation defect,Group of disorders,0,0,0,
399980,Rare genetic male infertility,Group of disorders,0,0,0,
399983,Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,Group of disorders,0,0,0,
399994,Rare male infertility due to adrenal disorder of genetic origin,Group of disorders,0,0,0,
399998,Male infertility due to obstructive azoospermia of genetic origin,Group of disorders,0,0,0,
400003,Rare genetic disorder with obstructive azoospermia,Group of disorders,0,0,0,
400008,Rare genetic female infertility,Group of disorders,0,0,0,
400011,Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,Group of disorders,0,0,0,
400018,Rare female infertility due to adrenal disorder of genetic origin,Group of disorders,0,0,0,
400022,Rare female infertility due to an anomaly of ovarian function of genetic origin,Group of disorders,0,0,0,
400025,Female infertility due to an implantation defect of genetic origin,Group of disorders,0,0,0,
401764,Pancytopenia-developmental delay syndrome,Disorder,1,1,1,1.5
401768,Proximal myopathy with extrapyramidal signs,Disorder,1,1,1,7.5
401777,Optic atrophy-intellectual disability syndrome,Disorder,1,1,1,3.0
401780,Autosomal recessive spastic paraplegia type 61,Disorder,1,1,1,2.0
401785,Autosomal recessive spastic paraplegia type 62,Disorder,1,1,1,3.5
401795,Autosomal recessive spastic paraplegia type 59,Disorder,1,1,1,1.5
401800,Autosomal recessive spastic paraplegia type 60,Disorder,1,1,1,0.5
401805,Autosomal recessive spastic paraplegia type 63,Disorder,1,1,1,1.0
401810,Autosomal recessive spastic paraplegia type 64,Disorder,1,1,1,2.0
401815,Autosomal recessive spastic paraplegia type 66,Disorder,1,1,1,1.0
401820,Autosomal recessive spastic paraplegia type 67,Disorder,1,1,1,1.0
401825,Autosomal recessive spastic paraplegia type 68,Disorder,0,0,0,
401830,Autosomal recessive spastic paraplegia type 69,Disorder,1,1,1,1.0
401835,Autosomal recessive spastic paraplegia type 70,Disorder,1,1,1,2.0
401840,Autosomal recessive spastic paraplegia type 71,Disorder,1,1,1,0.5
401849,Autosomal spastic paraplegia type 72,Disorder,1,1,1,7.0
401854,Lipoic acid biosynthesis defect,Group of disorders,0,1,1,
401859,Lipoic acid synthetase deficiency,Disorder,1,1,1,1.5
401862,Lipoyl transferase 1 deficiency,Disorder,1,1,1,2.0
401866,Childhood-onset spasticity with hyperglycinemia,Disorder,1,1,1,1.5
401869,Multiple mitochondrial dysfunctions syndrome type 1,Disorder,1,1,1,10.5
401874,Multiple mitochondrial dysfunctions syndrome type 2,Disorder,1,1,1,3.0
401901,Huntington disease-like syndrome due to C9ORF72 expansions,Disorder,1,1,1,5.0
401911,AXIN2-related polyposis,Disorder,1,1,1,2.0
401920,Fibrolamellar hepatocellular carcinoma,Disorder,2,1,1,0.02290909090909091
401923,"9q31.1q31.3 microdeletion syndrome",Disorder,0,1,1,1.0
401935,"14q24.1q24.3 microdeletion syndrome",Disorder,0,1,1,1.5
401942,Familial median cleft of the upper and lower lips,Disorder,0,1,1,4.0
401945,Moyamoya disease with early-onset achalasia,Disorder,1,1,1,4.5
401948,Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency,Disorder,1,1,1,2.0
401953,Episodic ataxia with slurred speech,Disorder,0,1,1,6.5
401959,Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome,Disorder,1,1,1,1.0
401964,Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons,Disorder,1,1,1,1.0
401973,MEND syndrome,Disorder,1,1,1,12.0
401979,"Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type",Disorder,1,1,1,2.0
401986,"1p31p32 microdeletion syndrome",Disorder,1,1,1,2.5
401993,Cold-induced sweating syndrome-hyperthermia spectrum,Group of disorders,0,1,1,
401996,Karyomegalic interstitial nephritis,Disorder,1,1,1,6.0
402003,Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering,Disorder,1,1,1,10.5
402007,Lichen myxedematosus,Group of disorders,0,1,1,
402014,Acute myeloid leukemia with t(6;9)(p23;q34),Disorder,2,0,0,0.02
402017,Acute myeloid leukemia with t(9;11)(p22;q23),Disorder,2,0,0,
402020,Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2),Disorder,2,0,0,0.02
402023,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),Disorder,2,0,0,
402026,Acute myeloid leukemia with NPM1 somatic mutations,Disorder,1,1,1,
402029,Primary eosinophilic gastrointestinal disease,Group of disorders,0,0,0,
402035,Eosinophilic colitis,Disorder,0,1,1,98.0
402041,Autosomal recessive distal renal tubular acidosis,Subtype of disorder,4,1,1,0.0
402075,Familial bicuspid aortic valve,Disorder,5,1,1,
402082,Progressive myoclonic epilepsy type 5,Disorder,2,1,1,1.5
402364,Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,Disorder,1,1,1,2.5
402823,Hepatitis delta,Disorder,0,1,1,40.0
404437,Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome,Disorder,1,1,1,2.0
404440,OBSOLETE: Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,Disorder,0,0,0,
404443,Tatton-Brown-Rahman syndrome,Disorder,1,1,1,8.5
404448,Helsmoortel-Van der Aa syndrome,Disorder,1,1,1,0.0
404451,FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome,Disorder,1,1,1,1.5
404454,Alacrimia-choreoathetosis-liver dysfunction syndrome,Disorder,1,1,1,4.0
404463,Multisystemic smooth muscle dysfunction syndrome,Disorder,1,1,1,3.5
404466,Female infertility due to zona pellucida defect,Disorder,3,1,1,2.0
404469,Rare female infertility due to oocyte maturation defect,Group of disorders,0,0,0,
404473,Intellectual disability-eye abnormalities-microcephaly-peripheral spasticity syndrome,Disorder,1,1,1,2.0
404476,Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome,Disorder,1,1,1,1.0
404481,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome,Group of disorders,0,1,1,
404493,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,Disorder,1,1,1,1.5
404499,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency,Disorder,1,1,1,1.0
404507,Chondromyxoid fibroma,Disorder,1,1,1,25.0
404511,Clear cell papillary renal cell carcinoma,Subtype of disorder,4,0,0,
404514,Acquired cystic disease-associated renal cell carcinoma,Disorder,0,1,1,
404521,Spinal muscular atrophy with respiratory distress type 2,Disorder,1,1,1,0.5
404538,X-linked distal hereditary motor neuropathy,Group of disorders,0,0,0,
404546,DITRA,Disorder,1,1,1,35.0
404553,Deficiency of adenosine deaminase 2,Disorder,1,1,1,24.0
404560,Familial atypical multiple mole melanoma syndrome,Disorder,1,1,1,0.0
404568,Dysostosis of genetic origin,Group of disorders,0,0,0,
404571,Dysostosis of genetic origin with limb anomaly as a major feature,Group of disorders,0,0,0,
404574,Genetic syndrome with limb reduction defects,Group of disorders,0,0,0,
404577,Genetic syndrome with limb malformations as a major feature,Group of disorders,0,0,0,
404580,Polyarticular juvenile idiopathic arthritis,Group of disorders,0,0,0,
404584,Rare genetic bone development disorder,Group of disorders,0,0,0,
411493,Pontocerebellar hypoplasia type 10,Disorder,1,1,1,11.5
411501,Williams-Campbell syndrome,Disorder,0,1,1,
411511,Angelman syndrome due to a point mutation,Subtype of disorder,1,1,1,
411515,Angelman syndrome due to imprinting defect in 15q11-q13,Subtype of disorder,3,1,1,
411527,Central retinal vein occlusion,Disorder,0,1,1,28.0
411533,NON RARE IN EUROPE: Melanoma,Disorder,0,0,0,
411536,Mild phosphoribosylpyrophosphate synthetase superactivity,Subtype of disorder,1,1,1,0.0
411543,Severe phosphoribosylpyrophosphate synthetase superactivity,Subtype of disorder,1,1,1,16.5
411590,Wolfram-like syndrome,Disorder,1,1,1,
411593,Insulin autoimmune syndrome,Disorder,0,1,1,202.0085
411602,Hereditary late-onset Parkinson disease,Disorder,7,1,1,0.0
411629,Infantile nephropathic cystinosis,Subtype of disorder,1,1,1,0.0
411634,Juvenile nephropathic cystinosis,Subtype of disorder,1,1,1,0.0
411641,Ocular cystinosis,Subtype of disorder,1,1,1,0.0
411696,OBSOLETE: Proton-pump inhibitor-responsive esophageal eosinophilia,Disorder,0,0,0,
411703,Pulmonary non-tuberculous mycobacterial infection,Disorder,0,1,1,6.0
411709,Renal agenesis,Disorder,0,1,1,0.0
411712,Maternal riboflavin deficiency,Disorder,1,1,1,1.0
411777,Generalized eruptive keratoacanthoma,Disorder,0,1,1,20.0
411788,Familial isolated trichomegaly,Disorder,1,1,1,1.0
411969,NON RARE IN EUROPE: Metabolic syndrome,Disorder,0,0,0,
411986,Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome,Disorder,1,1,1,1.5
412022,Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome,Disorder,1,1,1,2.0
412035,"13q12.3 microdeletion syndrome",Disorder,0,1,1,1.5
412057,Autosomal recessive cerebellar ataxia due to STUB1 deficiency,Disorder,1,1,1,5.0
412066,PRKAR1B-related neurodegenerative dementia with intermediate filaments,Disorder,1,1,1,6.0
412069,AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome,Disorder,1,1,1,2.0
412181,Epidermolysis bullosa simplex due to BP230 deficiency,Disorder,1,1,1,1.0
412189,Epidermolysis bullosa simplex due to exophilin 5 deficiency,Disorder,1,1,1,1.5
412206,Primary failure of tooth eruption,Disorder,1,1,1,157.0
412217,Dystonia-aphonia syndrome,Disorder,0,1,1,16.0
412220,OBSOLETE: Ramsay Hunt syndrome type II,Disorder,0,0,0,
414726,Genetic facial cleft,Group of disorders,0,0,0,
415268,NON RARE IN EUROPE: Adenocarcinoma of the lung,Disorder,0,0,0,
415286,Bilirubin encephalopathy,Group of disorders,0,1,1,0.0
415300,NON RARE IN EUROPE: Non-arteritic anterior ischemic optic neuropathy,Disorder,0,0,0,
415675,OBSOLETE: Small pox,Disorder,0,0,0,
415687,NON RARE IN EUROPE: Sudden infant death syndrome,Disorder,0,0,0,
418945,"Carcinoma of esophagus, salivary gland type",Disorder,0,1,1,0.005666666666666667
418951,Undifferentiated carcinoma of esophagus,Disorder,0,1,1,0.04733333333333333
418959,Squamous cell carcinoma of the stomach,Disorder,0,1,1,0.09815384615384616
420179,Malan overgrowth syndrome,Disorder,1,1,1,10.0
420259,Secondary pulmonary alveolar proteinosis,Disorder,0,1,1,
420402,Semicircular canal dehiscence syndrome,Disorder,0,1,1,0.0
420429,"Glycogen storage disease due to acid maltase deficiency, late-onset",Subtype of disorder,1,1,1,1.75
420485,Cranio-cervical dystonia with laryngeal and upper-limb involvement,Disorder,1,1,1,
420492,"Adult-onset cervical dystonia, DYT23 type",Disorder,1,1,1,1.0
420556,Visual snow syndrome,Disorder,0,1,1,
420561,Temple-Baraitser syndrome,Disorder,1,1,1,4.5
420566,Bleeding disorder due to CalDAG-GEFI deficiency,Disorder,1,1,1,1.5
420573,Severe combined immunodeficiency due to CTPS1 deficiency,Disorder,1,1,1,6.0
420584,Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,Disorder,1,1,1,56.0
420611,Transient myeloproliferative syndrome,Disorder,1,1,1,
420686,Woolly hair-palmoplantar keratoderma syndrome,Disorder,1,1,1,4.0
420699,Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency,Disorder,1,1,1,1.0
420702,Autosomal recessive severe congenital neutropenia due to CSF3R deficiency,Disorder,1,1,1,2.0
420728,Combined oxidative phosphorylation defect type 20,Disorder,1,1,1,1.0
420733,Combined oxidative phosphorylation defect type 21,Disorder,1,1,1,1.0
420741,RIDDLE syndrome,Disorder,1,1,1,1.0
420755,Rare genetic odontal or periodontal disorder,Group of disorders,0,0,0,
420789,Autoimmune encephalopathy with parasomnia and obstructive sleep apnea,Disorder,0,1,1,5.0
420794,Cono-spondylar dysplasia,Disorder,0,1,1,1.5
422519,OBSOLETE: 3-Phosphoglycerate dehydrogenase deficiency,Group of disorders,0,0,0,
422526,Hereditary clear cell renal cell carcinoma,Disorder,7,1,1,0.0
423275,Spinocerebellar ataxia type 40,Disorder,1,1,1,2.5
423296,Spinocerebellar ataxia type 38,Disorder,1,1,1,2.0
423306,Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome,Disorder,1,1,1,1.0
423384,Severe congenital neutropenia due to JAGN1 deficiency,Disorder,1,1,1,7.0
423454,Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,Disorder,1,1,1,3.0
423461,Mucolipidosis type III alpha/beta,Subtype of disorder,1,1,1,13.0
423470,Mucolipidosis type III gamma,Subtype of disorder,1,1,1,0.0
423479,X-linked intellectual disability-limb spasticity-retinal dystrophy-arginine vasopressin deficiency,Disorder,1,1,1,1.0
423655,ARX-related encephalopathy-brain malformation spectrum,Group of disorders,0,1,1,
423662,Rare autonomic nervous system disorder,Group of disorders,0,0,0,
423668,NON RARE IN EUROPE: Cortisol-producing adrenal tumor,Disorder,0,0,0,
423693,Double outlet right ventricle with subaortic or doubly committed ventricular septal defect,Subtype of disorder,0,1,1,
423712,"Double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy",Subtype of disorder,0,1,1,
423717,Cutaneous larva migrans,Disorder,0,1,1,0.0
423771,Rare carcinoma of stomach,Group of disorders,0,0,0,
423776,Hereditary gastric cancer,Group of disorders,0,0,0,
423781,"OBSOLETE: Carcinoma of stomach, salivary gland type",Disorder,0,0,0,
423786,Undifferentiated carcinoma of stomach,Disorder,0,1,1,0.40003999999999995
423793,Rare tumor of small intestine,Group of disorders,0,0,0,
423798,Mesenchymal tumor of small intestine,Group of disorders,0,0,0,
423894,Microcephaly-complex motor and sensory axonal neuropathy syndrome,Disorder,1,1,1,1.5
423957,Rare carcinoma of small intestine,Group of disorders,0,0,0,
423968,Squamous cell carcinoma of the small intestine,Disorder,0,1,1,0.00915
423975,Neuroendocrine tumor of the small intestine,Group of disorders,0,0,0,
423982,Epithelial tumor of the appendix,Group of disorders,0,0,0,
423991,Rare epithelial tumor of colon,Group of disorders,0,0,0,
423994,Squamous cell carcinoma of the colon,Disorder,0,1,1,0.02881818181818182
423998,Rare epithelial tumor of rectum,Group of disorders,0,0,0,
424002,Squamous cell carcinoma of the rectum,Disorder,0,1,1,0.1086086956521739
424010,Epithelial tumor of anal canal,Group of disorders,0,0,0,
424013,Carcinoma of the anal canal,Group of disorders,0,0,0,
424016,Adenocarcinoma of the anal canal,Disorder,0,1,1,0.24630434782608696
424019,Squamous cell carcinoma of the anal canal,Disorder,0,1,1,0.672304347826087
424027,Progressive myoclonic epilepsy type 8,Disorder,1,1,1,2.0
424033,Rare epithelial tumor of pancreas,Group of disorders,0,0,0,
424039,Squamous cell carcinoma of pancreas,Disorder,0,1,1,0.024090909090909093
424046,Acinar cell carcinoma of pancreas,Disorder,0,1,1,0.03385714285714286
424053,Mucinous cystadenocarcinoma of the pancreas,Disorder,0,1,1,0.008785714285714286
424058,Intraductal papillary mucinous carcinoma of pancreas,Disorder,0,1,1,0.019769230769230768
424065,Pancreatic solid pseudopapillary neoplasm,Disorder,0,1,1,0.00475
424073,Serous cystadenocarcinoma of pancreas,Disorder,0,1,1,0.00125
424080,Undifferentiated carcinoma with osteoclast-like giant cells of pancreas,Disorder,0,1,1,0.007222222222222223
424099,Colobomatous microphthalmia-rhizomelic dysplasia syndrome,Disorder,1,1,1,2.5
424107,Congenital myopathy with myasthenic-like onset,Disorder,1,1,1,1.0
424261,TOR1AIP1-related limb-girdle muscular dystrophy,Disorder,1,1,1,1.5
424925,Qualitative or quantitative defects of Torsin-1A-interacting protein 1,Group of disorders,0,0,0,
424933,Rare malignant epithelial tumor of liver and intrahepatic biliary tract,Group of disorders,0,0,0,
424936,Carcinoma of liver and intrahepatic biliary tract,Group of disorders,0,0,0,
424943,Adenocarcinoma of the liver and intrahepatic biliary tract,Disorder,0,1,1,0.39
424970,Undifferentiated carcinoma of liver and intrahepatic biliary tract,Disorder,0,1,1,0.027578947368421054
424975,Squamous cell carcinoma of liver and intrahepatic biliary tract,Disorder,0,1,1,0.008666666666666666
424982,Biliary cystadenocarcinoma,Disorder,0,1,1,0.0042
424991,Adenocarcinoma of the gallbladder and extrahepatic biliary tract,Disorder,0,1,1,2.62
424996,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,Disorder,0,1,1,0.03260869565217391
425003,Inherited digestive cancer-predisposing syndrome,Group of disorders,0,0,0,
425120,STING-associated vasculopathy with onset in infancy,Disorder,1,1,1,4.5
425368,Rare epithelial tumor of small intestine,Group of disorders,0,0,0,
431140,X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome,Disorder,0,1,1,0.5
431149,Combined immunodeficiency due to OX40 deficiency,Disorder,1,1,1,0.5
431156,Primary immunodeficiency with predisposition to severe viral infection,Group of disorders,0,0,0,
431166,Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,Disorder,2,1,1,0.5
431255,Scapuloperoneal spinal muscular atrophy,Disorder,1,1,1,15.5
431263,Late-onset scapuloperoneal muscular dystrophy with hyaline bodies,Group of disorders,0,0,0,
431272,X-linked scapuloperoneal muscular dystrophy,Disorder,1,1,1,11.0
431320,Spastic paraplegia-optic atrophy-neuropathy and spastic paraplegia-optic atrophy-neuropathy-related disorder,Group of disorders,0,0,0,
431329,Autosomal recessive spastic paraplegia type 57,Disorder,1,1,1,1.0
431341,Patent urachus,Disorder,0,1,1,0.875
431344,Urachal sinus,Disorder,0,1,1,0.0
431347,Urachal diverticulum,Disorder,0,1,1,
431353,Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis,Group of disorders,0,1,1,0.015
431361,Progressive encephalopathy with leukodystrophy due to DECR deficiency,Disorder,1,1,1,1.0
434179,Orofaciodigital syndrome type 14,Disorder,1,1,1,1.0
434786,Rare genetic autonomic nervous system disorder,Group of disorders,0,0,0,
434809,Syndrome with woolly hair,Group of disorders,0,1,1,
435329,Familial ossifying fibroma,Disorder,0,1,1,0.0
435365,Fetal lower urinary tract obstruction,Group of disorders,0,0,0,
435372,Anterior urethral valve,Disorder,0,1,1,
435387,Autosomal dominant Charcot-Marie-Tooth disease type 2Y,Disorder,1,1,1,3.5
435438,Progressive myoclonic epilepsy type 7,Disorder,1,1,1,6.5
435554,Genetic precocious puberty,Group of disorders,0,0,0,
435561,Rare precocious puberty in female,Group of disorders,0,0,0,
435564,Genetic precocious puberty in female,Group of disorders,0,0,0,
435603,Genetic otorhinolaryngological malformation,Group of disorders,0,0,0,
435606,Genetic nose and cavum anomaly,Group of disorders,0,0,0,
435609,Genetic larynx anomaly,Group of disorders,0,0,0,
435612,Genetic tracheal anomaly,Group of disorders,0,0,0,
435623,OBSOLETE: Adactyly of foot,Disorder,0,0,0,
435628,Keppen-Lubinsky syndrome,Disorder,1,1,1,1.5
435638,"3p25.3 microdeletion syndrome",Disorder,2,1,1,4.0
435651,CIDEC-related familial partial lipodystrophy,Disorder,1,1,1,0.5
435660,LIPE-related familial partial lipodystrophy,Disorder,1,1,1,2.0
435743,Congenital urachal anomaly,Group of disorders,0,1,1,
