OrphaCode,Name,DisorderGroup,gene_count,onset_count,inheritance_count,avg_prevalence,log_avg_prevalence,has_prevalence_data,data_completeness_score,priority_score,priority_rank,priority_segment,kmeans_cluster,hierarchical_cluster,gmm_cluster,gmm_membership_confidence,is_anomaly,anomaly_score
347,Frasier syndrome,Disorder,1,1,1,75.0,4.330733340286331,1,4,0.49412966340229636,118,Critical Priority,0,0,2,1.0,0,0.12447438132350308
79277,Congenital erythropoietic porphyria,Disorder,2,1,1,66.68833333333333,4.214913836165879,1,4,0.49342739693239146,119,Critical Priority,0,0,2,1.0,0,0.0964037421376015
85458,Hereditary cerebral amyloid angiopathy,Disorder,0,1,1,175.0,5.170483995038151,1,3,0.4934116216715309,120,Critical Priority,0,0,0,0.9999999999997371,0,0.04392013514896698
3269,Isolated radio-ulnar synostosis,Disorder,0,1,1,175.0,5.170483995038151,1,3,0.4934116216715309,120,Critical Priority,0,0,0,0.9999999999997371,0,0.04392013514896698
96170,Emanuel syndrome,Disorder,0,1,1,175.0,5.170483995038151,1,3,0.4934116216715309,120,Critical Priority,0,0,0,0.9999999999997371,0,0.04392013514896698
1041,Hydrops fetalis,Disorder,0,1,1,173.5,5.161924741642482,1,3,0.49313283195937907,121,Critical Priority,0,0,0,0.9999999999997051,0,0.04476732756338653
91387,Familial thoracic aortic aneurysm and aortic dissection,Disorder,20,1,1,11.0,2.4849066497880004,1,4,0.49234122349936515,122,Critical Priority,0,0,2,1.0,1,-0.057756595858053594
79314,L-2-hydroxyglutaric aciduria,Disorder,1,1,1,70.0,4.2626798770413155,1,4,0.49191304420060156,123,Critical Priority,0,0,2,1.0,0,0.13288069655846513
35708,Aromatic L-amino acid decarboxylase deficiency,Disorder,1,1,1,70.0,4.2626798770413155,1,4,0.49191304420060156,123,Critical Priority,0,0,2,1.0,0,0.13288069655846513
69077,Rhabdoid tumor,Disorder,0,1,1,166.66666666666666,5.121977881431629,1,3,0.49183169351368394,124,Critical Priority,0,0,0,0.9999999999995044,0,0.04756469518153683
117,Behçet disease,Disorder,15,1,1,17.888333333333335,2.938544447516802,1,4,0.4917661153137569,125,Critical Priority,0,0,2,1.0,1,-0.0487273811704112
414,Gyrate atrophy of choroid and retina,Disorder,1,1,1,67.33333333333333,4.2243976904702984,1,4,0.4906661270594318,126,Critical Priority,0,0,2,1.0,0,0.13559937446201265
98938,Colobomatous microphthalmia,Disorder,14,1,1,19.0,2.995732273553991,1,4,0.49055864644809155,127,Critical Priority,0,0,2,1.0,1,-0.045160050326379375
270,Oculopharyngeal muscular dystrophy,Disorder,1,1,1,67.0,4.219507705176107,1,4,0.49050685176641573,128,Critical Priority,0,0,2,1.0,0,0.13559937446201265
897,Waardenburg-Shah syndrome,Disorder,4,1,1,50.0,3.9318256327243257,1,4,0.49034707456827387,129,Critical Priority,0,0,2,1.0,0,0.05741836593156202
199318,15q13.3 microdeletion syndrome,Disorder,1,1,1,66.6395,4.214192131927363,1,4,0.4903337143363813,130,Critical Priority,0,0,2,1.0,0,0.13643722996066399
570,Moebius syndrome,Disorder,2,1,1,60.55,4.1198498526304625,1,4,0.4903309982886437,131,Critical Priority,0,0,2,1.0,0,0.10349354951181422
1830,Schimke immuno-osseous dysplasia,Disorder,1,1,1,66.5,4.212127597878484,1,4,0.49026646888556835,132,Critical Priority,0,0,2,1.0,0,0.1367064222926726
67038,B-cell chronic lymphocytic leukemia,Disorder,10,1,1,27.525,3.350780895748139,1,4,0.4898424934464608,133,Critical Priority,0,0,2,1.0,1,-0.01952779936745741
1571,Knobloch syndrome,Disorder,2,1,1,59.5,4.102643365036796,1,4,0.48977055317718,134,Critical Priority,0,0,2,1.0,0,0.10580766707336786
342,Familial Mediterranean fever,Disorder,1,1,1,65.28833333333334,4.194013913884636,1,4,0.48967647481561727,135,Critical Priority,0,0,2,1.0,0,0.13790402633714416
178307,Reticulate acropigmentation of Kitamura,Disorder,1,1,1,65.0,4.189654742026425,1,4,0.4895344890358545,136,Critical Priority,0,0,2,1.0,0,0.13862997667167487
800,Schwartz-Jampel syndrome,Disorder,1,1,1,64.5,4.182050142641207,1,4,0.48928679405877773,137,Critical Priority,0,0,2,1.0,0,0.13879377285920602
1872,Cone rod dystrophy,Disorder,32,1,1,2.5,1.252762968495368,1,4,0.4890502743525381,138,Critical Priority,0,0,2,1.0,1,-0.07693136078034246
98920,Spinal muscular atrophy with respiratory distress type 1,Disorder,1,1,1,64.0,4.174387269895637,1,4,0.4890372010173947,139,Critical Priority,0,0,2,1.0,0,0.1407803091050721
3138,Ulnar-mammary syndrome,Disorder,1,1,1,64.0,4.174387269895637,1,4,0.4890372010173947,139,Critical Priority,0,0,2,1.0,0,0.1407803091050721
838,Susac syndrome,Disorder,0,1,1,152.0,5.030437921392435,1,3,0.48885007842064004,140,Critical Priority,0,0,0,0.9999999999983817,0,0.052126668531259024
137898,Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome,Disorder,1,1,1,63.5,4.1666652238017265,1,4,0.48878568059753724,141,Critical Priority,0,0,2,1.0,0,0.14155403273917644
206569,Immune-mediated necrotizing myopathy,Disorder,0,1,1,150.5,5.020585624949424,1,3,0.48852917205621676,142,Critical Priority,0,0,0,0.999999999998165,0,0.05224139766827063
1467,Cogan syndrome,Disorder,0,1,1,150.075,5.017776402247622,1,3,0.4884376708057921,143,Critical Priority,0,0,0,0.9999999999980975,0,0.053318026776238536
247245,Superficial siderosis,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
73,Gorham-Stout disease,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
100002,Extraneural perineurioma,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
3347,Mounier-Kühn syndrome,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
237,Duplication of urethra,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
2330,Kasabach-Merritt phenomenon,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
42775,PHACE syndrome,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
309025,Mevalonate kinase deficiency,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
99147,Acquired von Willebrand syndrome,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
482,Kimura disease,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
525,Lichen planopilaris,Disorder,0,1,1,150.0,5.017279836814924,1,3,0.48842149680934094,144,Critical Priority,0,0,0,0.9999999999980851,0,0.053452468884969906
293181,Epilepsy of infancy with migrating focal seizures,Disorder,9,1,1,28.6275,3.3887029840804668,1,4,0.48800750612552346,145,Critical Priority,0,0,2,1.0,1,-0.009551021650631264
3047,"Blepharophimosis-intellectual disability syndrome, SBBYS type",Disorder,1,1,1,61.0,4.127134385045092,1,4,0.48749809269137034,146,Critical Priority,0,0,2,1.0,0,0.14358892151876412
2363,Lacrimoauriculodentodigital syndrome,Disorder,3,1,1,50.0,3.9318256327243257,1,4,0.4872768991296774,147,Critical Priority,0,0,2,1.0,0,0.08247279609030678
502,Trichorhinophalangeal syndrome type 2,Disorder,3,1,1,50.0,3.9318256327243257,1,4,0.4872768991296774,147,Critical Priority,0,0,2,1.0,0,0.08247279609030678
274,Bernard-Soulier syndrome,Disorder,3,1,1,50.0,3.9318256327243257,1,4,0.4872768991296774,147,Critical Priority,0,0,2,1.0,0,0.08247279609030678
99879,Familial isolated hyperparathyroidism,Disorder,3,1,1,50.0,3.9318256327243257,1,4,0.4872768991296774,147,Critical Priority,0,0,2,1.0,0,0.08247279609030678
869,Triple A syndrome,Disorder,3,1,1,50.0,3.9318256327243257,1,4,0.4872768991296774,147,Critical Priority,0,0,2,1.0,0,0.08247279609030678
685010,Mesothelioma of the tunica vaginalis,Disorder,0,1,1,144.5,4.980176086611547,1,3,0.4872129633823266,148,Critical Priority,0,0,0,0.9999999999969322,0,0.05756916802461476
163,Hereditary hyperferritinemia-cataract syndrome,Disorder,1,1,1,60.0,4.110873864173311,1,4,0.48696845935494226,149,Critical Priority,0,0,2,1.0,0,0.14469614069458092
90117,"Hereditary motor and sensory neuropathy, Okinawa type",Disorder,1,1,1,60.0,4.110873864173311,1,4,0.48696845935494226,149,Critical Priority,0,0,2,1.0,0,0.14469614069458092
2554,Ear-patella-short stature syndrome,Disorder,7,1,1,33.5,3.5409593240373143,1,4,0.486826408027473,150,Critical Priority,0,0,2,1.0,0,0.008602443101597523
2524,Pontocerebellar hypoplasia type 2,Disorder,5,1,1,40.5,3.725693427236653,1,4,0.48670316694651816,151,Critical Priority,0,0,2,1.0,0,0.03871727194542951
388,Hirschsprung disease,Disorder,14,1,1,16.566666666666666,2.866003166879207,1,4,0.48633314468576805,152,Critical Priority,0,0,2,1.0,1,-0.04180797187909968
51083,Congenital short QT syndrome,Disorder,5,1,1,40.0,3.713572066704308,1,4,0.4863083532335124,153,Critical Priority,0,0,2,1.0,0,0.03868870294688953
566943,Mueller-Weiss syndrome,Disorder,0,1,1,138.5,4.93806460126142,1,3,0.48584131934559466,154,Critical Priority,0,0,0,0.9999999999947864,0,0.06245680053925984
1001,2q37 microdeletion syndrome,Disorder,1,1,1,57.5,4.069026754237811,1,4,0.4856054264834997,155,Critical Priority,0,0,2,1.0,0,0.15031223843053088
98967,Schnyder corneal dystrophy,Disorder,1,1,1,57.5,4.069026754237811,1,4,0.4856054264834997,155,Critical Priority,0,0,2,1.0,0,0.15031223843053088
420584,Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,Disorder,1,1,1,56.0,4.04305126783455,1,4,0.48475935988836516,156,Critical Priority,0,0,2,1.0,0,0.15031398526172907
1826,Frontometaphyseal dysplasia,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
603,"Distal myopathy, Welander type",Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
48,Congenital bilateral absence of vas deferens,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
79403,Junctional epidermolysis bullosa with pyloric atresia,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
2704,Urofacial syndrome,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
477,KID syndrome,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
2478,Megalencephalic leukoencephalopathy with subcortical cysts,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
45,Adenosine monophosphate deaminase deficiency,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
2780,Osteopathia striata-cranial sclerosis syndrome,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
2882,Sitosterolemia,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
2053,Freeman-Sheldon syndrome,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
1416,Familial calcium pyrophosphate deposition,Disorder,2,1,1,50.0,3.9318256327243257,1,4,0.484206723691081,157,Critical Priority,0,0,2,1.0,0,0.11507569216768976
2903,Familial spontaneous pneumothorax,Disorder,1,1,1,54.64,4.018902367055242,1,4,0.48397278835159385,158,Critical Priority,0,0,2,1.0,0,0.15203734163565302
275555,Preeclampsia,Disorder,3,1,1,45.0,3.828641396489095,1,4,0.4839160097870182,159,Critical Priority,0,0,2,1.0,0,0.08402714692298485
46627,Char syndrome,Disorder,1,1,1,54.5,4.0163830207523885,1,4,0.4838907288776988,160,Critical Priority,0,0,2,1.0,0,0.15203734163565302
79113,Mandibulofacial dysostosis-microcephaly syndrome,Disorder,1,1,1,53.5,3.9982007016691985,1,4,0.4832984992439764,161,Critical Priority,0,0,2,1.0,0,0.15351591211039378
90283,Lupus erythematosus tumidus,Disorder,0,1,1,125.0,4.836281906951478,1,3,0.4825260806516378,162,Critical Priority,0,0,0,0.9999999999815739,0,0.07215394956479249
221074,Marchiafava-Bignami disease,Disorder,0,1,1,125.0,4.836281906951478,1,3,0.4825260806516378,162,Critical Priority,0,0,0,0.9999999999815739,0,0.07215394956479249
1652,Dent disease,Disorder,0,1,1,125.0,4.836281906951478,1,3,0.4825260806516378,162,Critical Priority,0,0,0,0.9999999999815739,0,0.07215394956479249
141115,Nasal ganglioglioma,Disorder,0,1,1,125.0,4.836281906951478,1,3,0.4825260806516378,162,Critical Priority,0,0,0,0.9999999999815739,0,0.07215394956479249
167635,Scleromyxedema,Disorder,0,1,1,125.0,4.836281906951478,1,3,0.4825260806516378,162,Critical Priority,0,0,0,0.9999999999815739,0,0.07215394956479249
2875,Phakomatosis pigmentovascularis,Disorder,0,1,1,124.0,4.8283137373023015,1,3,0.4822665435611721,163,Critical Priority,0,0,0,0.9999999999796838,0,0.07276603947161009
988,Tibial hemimelia-polysyndactyly-triphalangeal thumb syndrome,Disorder,2,1,1,47.0,3.8712010109078907,1,4,0.4822320747253116,164,Critical Priority,0,0,2,1.0,0,0.11539750505486324
175,Cartilage-hair hypoplasia,Disorder,1,1,1,51.446666666666665,3.9597967802329865,1,4,0.48204761698733944,165,Critical Priority,0,0,2,1.0,0,0.1565550502590951
2108,Hallermann-Streiff syndrome,Disorder,1,1,1,51.2,3.955082494888593,1,4,0.4818940645460914,166,Critical Priority,0,0,2,1.0,0,0.1566011615236026
2073,Narcolepsy type 1,Disorder,8,1,1,25.948571428571427,3.2939302877337475,1,4,0.4818504197715754,167,Critical Priority,0,0,2,1.0,0,0.005147582110772264
3342,Arterial tortuosity syndrome,Disorder,1,1,1,51.0,3.9512437185814275,1,4,0.4817690289510206,168,Critical Priority,0,0,2,1.0,0,0.1566011615236026
2576,Mulibrey nanism,Disorder,1,1,1,50.9,3.949318790171843,1,4,0.4817063306977486,169,Critical Priority,0,0,2,1.0,0,0.15651304425092283
98820,Familial focal epilepsy with variable foci,Disorder,4,1,1,38.0,3.6635616461296463,1,4,0.4816092517528787,170,Critical Priority,0,0,2,1.0,0,0.06779978970359957
169105,Thymoma-hypogammaglobulinemia syndrome,Disorder,0,1,1,121.0,4.804021044733257,1,3,0.48147528847668736,171,Critical Priority,0,0,0,0.9999999999726672,0,0.07506664704437294
464453,Acquired methemoglobinemia,Disorder,0,1,1,121.0,4.804021044733257,1,3,0.48147528847668736,171,Critical Priority,0,0,0,0.9999999999726672,0,0.07506664704437294
2290,Microvillus inclusion disease,Disorder,2,1,1,45.66666666666666,3.8430301339411943,1,4,0.4813145004559737,172,Critical Priority,0,0,2,1.0,0,0.11645509383930974
2088,Fanconi-Bickel syndrome,Disorder,1,1,1,50.2,3.9357395320454622,1,4,0.48126403073427226,173,Critical Priority,0,0,2,1.0,0,0.16108087195073162
231214,Beta-thalassemia major,Disorder,1,1,1,50.175,3.935251131547353,1,4,0.4812481226838865,174,Critical Priority,0,0,2,1.0,0,0.16108087195073162
238722,Familial congenital mirror movements,Disorder,4,1,1,37.5,3.6506582412937387,1,4,0.48118896550200074,175,Critical Priority,0,0,2,1.0,0,0.06779978970359957
279934,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency",Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
332,Congenital intrinsic factor deficiency,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
2785,Osteopetrosis with renal tubular acidosis,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
75326,Familial isolated retinal arteriolar tortuosity,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
168569,H syndrome,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
251295,Pigmented paravenous retinochoroidal atrophy,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
89843,Dystrophic epidermolysis bullosa pruriginosa,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
89937,Autosomal dominant hypophosphatemic rickets,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
898,Wagner disease,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
276198,Spinocerebellar ataxia type 36,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
86813,Helicoid peripapillary chorioretinal degeneration,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
672,Pallister-Hall syndrome,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
504476,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
1310,Caffey disease,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
371,Glycogen storage disease due to muscle phosphofructokinase deficiency,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
71517,Rapid-onset dystonia-parkinsonism,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
209905,Brain-lung-thyroid syndrome,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
2632,Langer mesomelic dysplasia,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
2342,Haim-Munk syndrome,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
59306,McLeod neuroacanthocytosis syndrome,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
955,Hajdu-Cheney syndrome,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
30924,Primary hypomagnesemia with secondary hypocalcemia,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
538931,X-linked lymphoproliferative disease due to SAP deficiency,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
538934,X-linked lymphoproliferative disease due to XIAP deficiency,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
79409,Recessive dystrophic epidermolysis bullosa inversa,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
709,Peters plus syndrome,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
199241,Pulmonary capillary hemangiomatosis,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
99880,Hyperparathyroidism-jaw tumor syndrome,Disorder,1,1,1,50.0,3.9318256327243257,1,4,0.4811365482524844,176,Critical Priority,0,0,2,1.0,0,0.16154095152303272
